[runlim] version:		1.10
[runlim] time limit:		1800 seconds
[runlim] real time limit:	1800 seconds
[runlim] space limit:		30000 MB
[runlim] argv[0]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/abw_enc
[runlim] argv[1]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/BenchmarkSets/Benchmarks_Standard/X-can__715.mtx.rnd
[runlim] argv[2]:		--ladder
[runlim] argv[3]:		-symmetry-break
[runlim] argv[4]:		h
[runlim] argv[5]:		-set-lb
[runlim] argv[6]:		114
[runlim] argv[7]:		-set-ub
[runlim] argv[8]:		114
[runlim] start:			Thu Mar  6 09:55:05 2025
[runlim] main pid:		4712
[runlim] log captured:
c LadderEncoder 1.0.
c Symetry breaking in the highest degree node.
c LB is predefined as 114.
c UB is predefined as 114.
c Solving strategy: from LB to UB.
c LB-w = 112 (LB in Sinnl - A note on computational approaches for the antibandwidth problem).
c UB-w = 142 (UB in Sinnl - A note on computational approaches for the antibandwidth problem).
c LB 112 is overwritten with 114.
c UB 142 is overwritten with 114.
c Antibandwidth problem with w = 114 ( X-can__715.mtx.rnd ):
c Initializing CaDiCaL (version 1.2.1).
c	Configuring CaDiCaL as --sat (1).
c Initializing a Ladder encoder with n = 715.
c Encoding starts with w = 114:
c	Encode symmetry breaking with option: h.
c	Labels and Vertices aux var: 74360
c	Labels and Vertices constraints:  1147575
c	Obj k aux var: 906620
c	Obj k constraints: 10773195
c	Obj k glue staircase constraints: 7110250
c	Encoding duration: 3s
c	Number of clauses: 11921127
c	Number of irredundant clauses: 11916923
c	Number of variables: 1492205
c SAT Solving starts:
[runlim] sample:		10.0 time, 10.1 real, 1746.9 MB
[runlim] sample:		789.8 time, 790.1 real, 2262.8 MB
[runlim] sample:		799.8 time, 800.1 real, 2262.8 MB
[runlim] sample:		809.8 time, 810.1 real, 2853.7 MB
[runlim] sample:		819.8 time, 820.1 real, 2555.4 MB
[runlim] sample:		829.8 time, 830.1 real, 2555.4 MB
[runlim] sample:		839.8 time, 840.1 real, 2555.4 MB
[runlim] sample:		849.8 time, 850.1 real, 3349.3 MB
[runlim] sample:		859.8 time, 860.1 real, 2668.5 MB
[runlim] sample:		869.8 time, 870.1 real, 2668.5 MB
[runlim] sample:		879.8 time, 880.1 real, 2668.5 MB
[runlim] sample:		889.8 time, 890.1 real, 2668.5 MB
[runlim] sample:		899.8 time, 900.1 real, 2668.5 MB
[runlim] sample:		909.8 time, 910.1 real, 2668.5 MB
[runlim] sample:		919.8 time, 920.1 real, 2668.5 MB
[runlim] sample:		929.8 time, 930.1 real, 2812.0 MB
[runlim] sample:		939.8 time, 940.1 real, 3506.1 MB
[runlim] sample:		949.8 time, 950.1 real, 3000.4 MB
[runlim] sample:		959.8 time, 960.1 real, 3000.4 MB
[runlim] sample:		969.8 time, 970.1 real, 3000.4 MB
[runlim] sample:		979.8 time, 980.1 real, 3000.4 MB
[runlim] sample:		989.8 time, 990.1 real, 3000.4 MB
[runlim] sample:		999.8 time, 1000.1 real, 3000.4 MB
[runlim] sample:		1009.8 time, 1010.1 real, 3003.0 MB
[runlim] sample:		1019.8 time, 1020.1 real, 4190.7 MB
[runlim] sample:		1029.8 time, 1030.1 real, 3107.1 MB
[runlim] sample:		1039.8 time, 1040.1 real, 2384.5 MB
[runlim] sample:		1049.8 time, 1050.1 real, 2396.7 MB
[runlim] sample:		1059.8 time, 1060.1 real, 2769.6 MB
[runlim] sample:		1069.8 time, 1070.1 real, 2299.8 MB
[runlim] sample:		1079.8 time, 1080.1 real, 2299.8 MB
[runlim] sample:		1089.8 time, 1090.1 real, 2397.7 MB
[runlim] sample:		1099.8 time, 1100.1 real, 2397.7 MB
[runlim] sample:		1109.8 time, 1110.1 real, 2397.8 MB
[runlim] sample:		1119.8 time, 1120.1 real, 2443.0 MB
[runlim] sample:		1129.8 time, 1130.1 real, 2334.7 MB
[runlim] sample:		1139.8 time, 1140.1 real, 2482.8 MB
[runlim] sample:		1149.8 time, 1150.1 real, 2482.3 MB
[runlim] sample:		1159.8 time, 1160.1 real, 2482.3 MB
[runlim] sample:		1169.8 time, 1170.1 real, 2482.3 MB
[runlim] sample:		1179.8 time, 1180.1 real, 2482.3 MB
[runlim] sample:		1189.8 time, 1190.1 real, 2591.4 MB
[runlim] sample:		1199.8 time, 1200.1 real, 2591.4 MB
[runlim] sample:		1209.8 time, 1210.1 real, 2591.4 MB
[runlim] sample:		1219.8 time, 1220.1 real, 2591.4 MB
[runlim] sample:		1229.8 time, 1230.1 real, 2535.0 MB
[runlim] sample:		1239.8 time, 1240.1 real, 2566.2 MB
[runlim] sample:		1249.8 time, 1250.1 real, 2566.2 MB
[runlim] sample:		1259.8 time, 1260.1 real, 2566.2 MB
[runlim] sample:		1269.8 time, 1270.1 real, 2480.1 MB
[runlim] sample:		1279.8 time, 1280.1 real, 2480.1 MB
[runlim] sample:		1289.8 time, 1290.1 real, 2480.1 MB
[runlim] sample:		1299.8 time, 1300.1 real, 2480.1 MB
[runlim] sample:		1309.8 time, 1310.1 real, 2480.2 MB
[runlim] sample:		1319.8 time, 1320.1 real, 2658.2 MB
[runlim] sample:		1329.8 time, 1330.1 real, 2658.2 MB
[runlim] sample:		1339.8 time, 1340.1 real, 2658.2 MB
[runlim] sample:		1349.8 time, 1350.1 real, 2658.2 MB
[runlim] sample:		1359.8 time, 1360.1 real, 2658.2 MB
[runlim] sample:		1369.8 time, 1370.1 real, 2658.2 MB
[runlim] sample:		1379.8 time, 1380.1 real, 2658.2 MB
[runlim] sample:		1389.8 time, 1390.1 real, 2658.2 MB
[runlim] sample:		1399.8 time, 1400.1 real, 2658.2 MB
[runlim] sample:		1409.8 time, 1410.1 real, 2658.2 MB
[runlim] sample:		1419.8 time, 1420.1 real, 2658.2 MB
[runlim] sample:		1429.8 time, 1430.1 real, 2658.2 MB
[runlim] sample:		1439.8 time, 1440.1 real, 2726.6 MB
[runlim] sample:		1449.8 time, 1450.1 real, 2802.6 MB
[runlim] sample:		1459.8 time, 1460.1 real, 2884.5 MB
[runlim] sample:		1469.8 time, 1470.1 real, 2954.1 MB
[runlim] sample:		1479.8 time, 1480.1 real, 3029.3 MB
[runlim] sample:		1489.8 time, 1490.1 real, 3099.7 MB
[runlim] sample:		1499.8 time, 1500.1 real, 3170.6 MB
[runlim] sample:		1509.8 time, 1510.1 real, 3239.4 MB
[runlim] sample:		1519.8 time, 1520.1 real, 3306.2 MB
[runlim] sample:		1529.8 time, 1530.1 real, 3380.7 MB
[runlim] sample:		1539.8 time, 1540.1 real, 3454.5 MB
[runlim] sample:		1549.8 time, 1550.1 real, 3521.2 MB
[runlim] sample:		1559.8 time, 1560.1 real, 3593.2 MB
[runlim] sample:		1569.8 time, 1570.1 real, 3665.6 MB
[runlim] sample:		1579.8 time, 1580.1 real, 3739.9 MB
[runlim] sample:		1589.8 time, 1590.1 real, 3813.9 MB
[runlim] sample:		1599.8 time, 1600.1 real, 3882.7 MB
[runlim] sample:		1609.8 time, 1610.1 real, 3958.2 MB
[runlim] sample:		1619.8 time, 1620.1 real, 4030.2 MB
[runlim] sample:		1629.8 time, 1630.1 real, 4103.4 MB
[runlim] sample:		1639.8 time, 1640.1 real, 4171.4 MB
[runlim] sample:		1649.8 time, 1650.1 real, 4241.8 MB
[runlim] sample:		1659.8 time, 1660.1 real, 4310.7 MB
[runlim] sample:		1669.8 time, 1670.1 real, 4379.2 MB
[runlim] sample:		1679.8 time, 1680.1 real, 4445.0 MB
[runlim] sample:		1689.8 time, 1690.1 real, 4516.1 MB
[runlim] sample:		1699.8 time, 1700.1 real, 4583.2 MB
[runlim] sample:		1709.8 time, 1710.1 real, 4652.8 MB
[runlim] sample:		1719.8 time, 1720.1 real, 4722.9 MB
[runlim] sample:		1729.8 time, 1730.1 real, 4791.5 MB
[runlim] sample:		1739.8 time, 1740.1 real, 4861.3 MB
[runlim] sample:		1749.8 time, 1750.1 real, 4933.5 MB
[runlim] sample:		1759.8 time, 1760.1 real, 5006.5 MB
[runlim] sample:		1769.8 time, 1770.1 real, 5048.0 MB
[runlim] sample:		1779.8 time, 1780.1 real, 5169.9 MB
[runlim] sample:		1789.8 time, 1790.1 real, 7088.7 MB
[runlim] sample:		1799.8 time, 1800.1 real, 5375.7 MB
c Signal interruption.
[runlim] end:			Thu Mar  6 10:25:05 2025
[runlim] status:		out of time
[runlim] result:		2
[runlim] children:		0
[runlim] real:			1800.11 seconds
[runlim] time:			1799.77 seconds
[runlim] space:			8554.9 MB
[runlim] samples:		18000
