[runlim] version:		1.10
[runlim] time limit:		1800 seconds
[runlim] real time limit:	1800 seconds
[runlim] space limit:		30000 MB
[runlim] argv[0]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/abw_enc
[runlim] argv[1]:		/home/truongxuanhieu/anti-bandwidth-scl-extend/build/BenchmarkSets/Benchmarks_Standard/O-impcol_d.mtx.rnd
[runlim] argv[2]:		--ladder
[runlim] argv[3]:		-symmetry-break
[runlim] argv[4]:		h
[runlim] argv[5]:		-set-lb
[runlim] argv[6]:		137
[runlim] argv[7]:		-set-ub
[runlim] argv[8]:		137
[runlim] start:			Sat Mar  8 01:18:07 2025
[runlim] main pid:		34138
[runlim] log captured:
c LadderEncoder 1.0.
c Symetry breaking in the highest degree node.
c LB is predefined as 137.
c UB is predefined as 137.
c Solving strategy: from LB to UB.
c LB-w = 91 (LB in Sinnl - A note on computational approaches for the antibandwidth problem).
c UB-w = 173 (UB in Sinnl - A note on computational approaches for the antibandwidth problem).
c LB 91 is overwritten with 137.
c UB 173 is overwritten with 137.
c Antibandwidth problem with w = 137 ( O-impcol_d.mtx.rnd ):
c Initializing CaDiCaL (version 1.2.1).
c	Configuring CaDiCaL as --sat (1).
c Initializing a Ladder encoder with n = 425.
c Encoding starts with w = 137:
c	Encode symmetry breaking with option: h.
c	Labels and Vertices aux var: 34000
c	Labels and Vertices constraints:  413950
c	Obj k aux var: 293675
c	Obj k constraints: 2637299
c	Obj k glue staircase constraints: 1453249
c	Encoding duration: 0s
c	Number of clauses: 3051461
c	Number of irredundant clauses: 3050015
c	Number of variables: 508300
c SAT Solving starts:
[runlim] sample:		10.0 time, 10.1 real, 542.9 MB
[runlim] sample:		1409.9 time, 1410.1 real, 630.3 MB
[runlim] sample:		1419.9 time, 1420.1 real, 630.3 MB
[runlim] sample:		1429.9 time, 1430.1 real, 630.3 MB
[runlim] sample:		1439.9 time, 1440.1 real, 635.6 MB
[runlim] sample:		1449.9 time, 1450.1 real, 635.6 MB
[runlim] sample:		1459.9 time, 1460.1 real, 636.6 MB
[runlim] sample:		1469.9 time, 1470.1 real, 636.6 MB
[runlim] sample:		1479.9 time, 1480.1 real, 632.7 MB
[runlim] sample:		1489.9 time, 1490.1 real, 632.7 MB
[runlim] sample:		1499.9 time, 1500.1 real, 632.7 MB
[runlim] sample:		1509.9 time, 1510.1 real, 634.9 MB
[runlim] sample:		1519.9 time, 1520.1 real, 634.9 MB
[runlim] sample:		1529.9 time, 1530.1 real, 634.9 MB
[runlim] sample:		1539.9 time, 1540.1 real, 637.3 MB
[runlim] sample:		1549.9 time, 1550.1 real, 637.3 MB
[runlim] sample:		1559.9 time, 1560.1 real, 637.3 MB
[runlim] sample:		1569.9 time, 1570.1 real, 642.5 MB
[runlim] sample:		1579.9 time, 1580.1 real, 642.5 MB
[runlim] sample:		1589.9 time, 1590.1 real, 642.5 MB
[runlim] sample:		1599.9 time, 1600.1 real, 654.9 MB
[runlim] sample:		1609.9 time, 1610.1 real, 654.9 MB
[runlim] sample:		1619.9 time, 1620.1 real, 654.9 MB
[runlim] sample:		1629.9 time, 1630.1 real, 640.2 MB
[runlim] sample:		1639.9 time, 1640.1 real, 640.2 MB
[runlim] sample:		1649.9 time, 1650.1 real, 649.5 MB
[runlim] sample:		1659.9 time, 1660.1 real, 649.5 MB
[runlim] sample:		1669.9 time, 1670.1 real, 649.5 MB
[runlim] sample:		1679.9 time, 1680.1 real, 641.1 MB
[runlim] sample:		1689.9 time, 1690.1 real, 649.3 MB
[runlim] sample:		1699.9 time, 1700.1 real, 649.3 MB
[runlim] sample:		1709.9 time, 1710.1 real, 637.5 MB
[runlim] sample:		1719.9 time, 1720.1 real, 637.5 MB
[runlim] sample:		1729.9 time, 1730.1 real, 641.5 MB
[runlim] sample:		1739.9 time, 1740.1 real, 641.5 MB
[runlim] sample:		1749.9 time, 1750.1 real, 641.5 MB
[runlim] sample:		1759.9 time, 1760.1 real, 641.5 MB
[runlim] sample:		1769.9 time, 1770.1 real, 636.5 MB
[runlim] sample:		1779.9 time, 1780.1 real, 636.5 MB
[runlim] sample:		1789.9 time, 1790.1 real, 660.4 MB
[runlim] sample:		1799.9 time, 1800.1 real, 640.7 MB
c Signal interruption.
[runlim] end:			Sat Mar  8 01:48:07 2025
[runlim] status:		out of time
[runlim] result:		2
[runlim] children:		0
[runlim] real:			1800.11 seconds
[runlim] time:			1799.87 seconds
[runlim] space:			772.3 MB
[runlim] samples:		18000
